,station_id,station_name,line,layer,station_lat,station_lon,geometry_x,LEFT_FID,RIGHT_FID,zo_usety,municipal,ncessch,geometry_y,boundary_using_id,dist_meters,dist_miles
2139947,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),4060,2710,1,Boston,,"LINESTRING Z (234719.5928070883 894806.53481157 0, 234681.8709294878 894796.6057820523 0, 234633.0232937678 894772.120996341 0, 234524.0164294828 894856.8174320586 0)",7038,246.78601432620925,0.1533457199493764
2139953,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),4031,2066,1,Boston,,"LINESTRING Z (235200.8823794851 894833.9095620521 0, 235222.2612194867 894872.1627820561 0, 235258.8757461534 894879.2543820514 0)",7044,382.65089763001026,0.2377682444710455
2139954,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),4031,2066,4,Boston,,"LINESTRING Z (235200.8823794851 894833.9095620521 0, 235222.2612194867 894872.1627820561 0, 235258.8757461534 894879.2543820514 0)",7045,382.65089763001026,0.2377682444710455
2139955,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7658,2710,1,Boston,,"LINESTRING Z (234784.6931167033 894874.4880375246 0, 234750.4329659769 894844.2056036763 0)",7046,154.50583742510182,0.0960054764084632
2139956,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7658,2068,1,Boston,,"LINESTRING Z (234824.6281385195 894858.8482660283 0, 234784.6931167033 894874.4880375246 0)",7047,152.97878939154904,0.09505661275125084
2139957,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7658,2068,3,Boston,,"LINESTRING Z (234824.6281385195 894858.8482660283 0, 234784.6931167033 894874.4880375246 0)",7048,152.97878939154904,0.09505661275125084
2139958,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7658,2068,4,Boston,,"LINESTRING Z (234824.6281385195 894858.8482660283 0, 234784.6931167033 894874.4880375246 0)",7049,152.97878939154904,0.09505661275125084
2139964,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),6871,4060,1,Boston,,"LINESTRING Z (234251.0066794868 894794.1292820589 0, 234259.240779484 894855.8772391926 0)",7055,620.6092164271265,0.3856286887248012
2139965,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),6871,4060,3,Boston,,"LINESTRING Z (234251.0066794868 894794.1292820589 0, 234259.240779484 894855.8772391926 0)",7056,620.6092164271265,0.3856286887248012
2139996,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),4060,2710,1,Boston,,"LINESTRING Z (234524.0164294828 894856.8174320586 0, 234480.9835794891 894895.6371320575 0, 234436.6781058012 894935.569313633 0)",7087,369.4520814652433,0.22956688033462283
2140012,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),6619,4590,1,Boston,,"LINESTRING Z (235590.3647757839 894975.4363487239 0, 235611.7620229636 894934.0925525618 0, 235694.4568794908 894949.3870820577 0, 235725.8263152024 894937.4177749116 0, 235687.5688794867 894915.0228820513 0, 235659.405779488 894904.7633653862 0, 235610.4257223376 894893.270482053 0, 235596.5435544827 894827.1921320548 0, 235504.616904487 894798.6600070582 0, 235466.3209350388 894818.57335983 0, 235412.2698794902 894801.9343820575 0)",7103,589.2089948914236,0.36611749563264506
2140013,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),6619,4590,3,Boston,,"LINESTRING Z (235590.3647757839 894975.4363487239 0, 235611.7620229636 894934.0925525618 0, 235694.4568794908 894949.3870820577 0, 235725.8263152024 894937.4177749116 0, 235687.5688794867 894915.0228820513 0, 235659.405779488 894904.7633653862 0, 235610.4257223376 894893.270482053 0, 235596.5435544827 894827.1921320548 0, 235504.616904487 894798.6600070582 0, 235466.3209350388 894818.57335983 0, 235412.2698794902 894801.9343820575 0)",7104,589.2089948914236,0.36611749563264506
2140019,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7660,4590,1,Boston,,"LINESTRING Z (235563.8196271172 894989.3700757577 0, 235590.3647757839 894975.4363487239 0)",7110,703.4388339543947,0.43709662692028217
2140020,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7660,4590,3,Boston,,"LINESTRING Z (235563.8196271172 894989.3700757577 0, 235590.3647757839 894975.4363487239 0)",7111,703.4388339543947,0.43709662692028217
2140024,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),6620,4060,1,Boston,,"LINESTRING Z (234342.5098434829 895014.7939260564 0, 234376.9904794884 894989.9922220567 0, 234436.6781058012 894935.569313633 0)",7115,430.2946729397302,0.2673727139379338
2140031,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),6620,2710,1,Boston,,"LINESTRING Z (234460.3027427203 894965.0278832514 0, 234489.7210163301 895032.3503925831 0)",7122,371.66687874755826,0.2309430915624989
2140041,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7869,4060,1,Boston,,"LINESTRING Z (234229.4371366176 895065.6446027128 0, 234309.8093696909 895031.7079474606 0)",7132,551.3128172447491,0.34256990254709313
2140042,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7869,4060,4,Boston,,"LINESTRING Z (234229.4371366176 895065.6446027128 0, 234309.8093696909 895031.7079474606 0)",7133,551.3128172447491,0.34256990254709313
2140043,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7869,4060,4,Boston,,"LINESTRING Z (234229.4371366176 895065.6446027128 0, 234309.8093696909 895031.7079474606 0)",7134,551.3128172447491,0.34256990254709313
2140079,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7869,2710,1,Boston,,"MULTILINESTRING Z ((234650.7758994918 895031.959762056 0, 234711.4843128166 895071.9296820541 0, 234741.8398794884 895091.6893820614 0, 234753.6080794848 895120.4938820605 0, 234768.4827044881 895149.7758320521 0), (234559.5603932414 895028.8703763122 0, 234612.5927294842 895039.7335320598 0), (234489.7210163301 895032.3503925831 0, 234530.2985227049 895030.3284618594 0))",7170,144.7398239271872,0.08993715695785809
2140101,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7869,6620,1,Boston,,"LINESTRING Z (234321.3421381614 895069.4787644779 0, 234299.5136794866 895129.4422220553 0, 234312.3041194847 895186.8751820574 0, 234341.8070394851 895230.1694520495 0, 234393.230154487 895209.6038237199 0, 234436.4467128165 895195.0068709456 0, 234452.9920794813 895166.9707820545 0, 234479.8655628178 895141.321332052 0, 234503.0917461519 895111.0356820566 0, 234508.4521294869 895073.9050820594 0, 234489.7210163301 895032.3503925831 0)",7192,358.1284086929046,0.22253067628356932
2140102,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7869,6620,4,Boston,,"LINESTRING Z (234321.3421381614 895069.4787644779 0, 234299.5136794866 895129.4422220553 0, 234312.3041194847 895186.8751820574 0, 234341.8070394851 895230.1694520495 0, 234393.230154487 895209.6038237199 0, 234436.4467128165 895195.0068709456 0, 234452.9920794813 895166.9707820545 0, 234479.8655628178 895141.321332052 0, 234503.0917461519 895111.0356820566 0, 234508.4521294869 895073.9050820594 0, 234489.7210163301 895032.3503925831 0)",7193,358.1284086929046,0.22253067628356932
2140104,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7869,6497,1,Boston,,"LINESTRING Z (234901.7153628204 895049.4997737242 0, 234931.4708994832 895091.8496620572 0, 234981.1353044876 895150.5281820551 0, 235010.6541294827 895185.5500320528 0, 235046.859592819 895234.5880953874 0)",7195,57.651036059501216,0.0358226930100098
2140105,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7869,6497,4,Boston,,"LINESTRING Z (234901.7153628204 895049.4997737242 0, 234931.4708994832 895091.8496620572 0, 234981.1353044876 895150.5281820551 0, 235010.6541294827 895185.5500320528 0, 235046.859592819 895234.5880953874 0)",7196,57.651036059501216,0.0358226930100098
2140132,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7869,2713,1,Boston,,"MULTILINESTRING Z ((234617.6065128204 895281.8762153855 0, 234579.3855794878 895249.8292820561 0, 234553.6084794858 895228.5045820579 0, 234525.8555294858 895205.5548320555 0, 234487.3868544819 895191.3509820573 0), (234786.9002261496 895237.2295220528 0, 234759.3952194826 895211.8603020515 0, 234731.3784461495 895191.883382054 0))",7223,223.9367081917787,0.13914781935482948
2140143,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7891,2713,3,Boston,,"LINESTRING Z (234937.3738008584 895312.7574372129 0, 234905.7754197861 895299.3467720195 0)",7234,293.8012283095319,0.18255961951548696
2140160,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7898,7869,1,Boston,,"LINESTRING Z (234274.7835753197 895351.7685028855 0, 234324.463046152 895381.2775487143 0)",7251,652.7404512795416,0.40559411243310417
2140200,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),4880,4638,1,Boston,,"LINESTRING Z (235080.8962431205 895267.0079911457 0, 235110.5068794865 895308.7808820504 0, 235128.8558794908 895335.496682056 0, 235153.6057294871 895376.3704820586 0, 235174.9925461517 895418.0011487261 0, 235194.0832794897 895462.7662320531 0, 235222.5304268537 895522.9319241599 0)",7291,339.2022583108779,0.2107705116562263
2140201,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),4880,4638,2,Boston,,"LINESTRING Z (235080.8962431205 895267.0079911457 0, 235110.5068794865 895308.7808820504 0, 235128.8558794908 895335.496682056 0, 235153.6057294871 895376.3704820586 0, 235174.9925461517 895418.0011487261 0, 235194.0832794897 895462.7662320531 0, 235222.5304268537 895522.9319241599 0)",7292,339.2022583108779,0.2107705116562263
2140202,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),6497,4638,1,Boston,,"LINESTRING Z (235238.0596794871 895271.198532059 0, 235254.102799484 895242.1504620555 0)",7293,457.3242565501086,0.28416811853159335
2140203,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),6497,4638,2,Boston,,"LINESTRING Z (235238.0596794871 895271.198532059 0, 235254.102799484 895242.1504620555 0)",7294,457.3242565501086,0.28416811853159335
2140226,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),4880,2713,1,Boston,,"LINESTRING Z (234952.8573901173 895562.4566933295 0, 234938.0260919941 895581.8986695627 0)",7317,561.0538205249452,0.34862268136889635
2140236,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7898,2713,1,Boston,,"LINESTRING Z (234630.6202794845 895383.6874487211 0, 234570.4831794857 895461.5887820546 0)",7327,439.6405954011625,0.27318000092035166
2140237,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7898,2713,3,Boston,,"LINESTRING Z (234630.6202794845 895383.6874487211 0, 234570.4831794857 895461.5887820546 0)",7328,439.6405954011625,0.27318000092035166
2140240,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),2713,2083,1,Boston,,"LINESTRING Z (235137.3793618401 895529.7763467572 0, 235092.1159294893 895518.6767820549 0)",7331,559.7436119950336,0.34780855553258566
2140241,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),2713,2083,4,Boston,,"LINESTRING Z (235137.3793618401 895529.7763467572 0, 235092.1159294893 895518.6767820549 0)",7332,559.7436119950336,0.34780855553258566
2140246,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7898,7890,1,Boston,,"LINESTRING Z (234493.9016410251 895593.0847589801 0, 234459.9855794876 895616.4814820541 0, 234434.0155158512 895631.5735275161 0)",7337,689.6575189455401,0.42853331478263196
2140247,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7898,7890,3,Boston,,"LINESTRING Z (234493.9016410251 895593.0847589801 0, 234459.9855794876 895616.4814820541 0, 234434.0155158512 895631.5735275161 0)",7338,689.6575189455401,0.42853331478263196
2140253,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),4880,2083,4,Boston,,"LINESTRING Z (235185.7934128204 895581.6118487259 0, 235137.3793618401 895529.7763467572 0)",7344,589.7049812002224,0.3664256872366768
2140254,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),2713,2681,1,Boston,,"LINESTRING Z (235043.7848017033 895601.9412153892 0, 235033.3967878165 895634.2424487284 0)",7345,620.5473915928632,0.3855902725538251
2140255,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),2713,2681,3,Boston,,"LINESTRING Z (235043.7848017033 895601.9412153892 0, 235033.3967878165 895634.2424487284 0)",7346,620.5473915928632,0.3855902725538251
2140256,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),4880,2713,1,Boston,,"LINESTRING Z (234938.0260919941 895581.8986695627 0, 234887.5207294831 895585.7635070549 0)",7347,577.1012823929594,0.3585941118822075
2140269,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),2713,2082,1,Boston,,"LINESTRING Z (234776.2089794838 895677.0950320581 0, 234801.3333641063 895641.1712435952 0)",7360,634.9178435974037,0.39451965744887585
2140270,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),2713,2082,4,Boston,,"LINESTRING Z (234776.2089794838 895677.0950320581 0, 234801.3333641063 895641.1712435952 0)",7361,634.9178435974037,0.39451965744887585
2140315,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7869,2711,1,Boston,,"LINESTRING Z (234274.7835753197 895351.7685028855 0, 234248.3084794818 895313.4411653884 0, 234225.4915294879 895281.8278820573 0, 234219.3128961498 895254.0031987198 0, 234205.1298771035 895194.5625701558 0, 234235.2105794857 895160.3436820561 0, 234220.5584794857 895131.1657820537 0, 234180.6069994827 895152.1915420585 0, 234142.1764594854 895178.9798820601 0, 234104.578699485 895205.2145420567 0, 234098.0232683738 895240.2508264965 0, 234095.0255794895 895278.7233487269 0, 234095.5340194864 895321.8343220549 0, 234100.3556794843 895355.9238320595 0, 234154.657606759 895344.7173638751 0, 234194.4261058015 895385.449650471 0, 234143.0063294821 895431.5208633016 0, 234121.2122128228 895404.0208153883 0, 234090.623365199 895422.8605106279 0, 234056.6199794865 895450.801522052 0, 234031.2821544865 895476.1313820563 0, 233995.0180794902 895500.4173820564 0, 234004.5275937716 895528.3530249104 0, 233972.8861128148 895557.2971487229 0, 233939.7448794816 895533.9112153868 0, 233902.5183009154 895570.0889641979 0, 233874.1474794879 895536.0502820523 0, 233844.9206249379 895500.5571366021 0, 233791.1431194871 895492.9580420558 0, 233755.7846628134 895527.5224153866 0, 233715.9641080579 895567.7129820518 0, 233718.3980080597 895617.7596963408 0, 233727.1787044859 895663.5377070532 0, 233744.1757194864 895693.2367687235 0, 233783.2777082517 895716.2201760227 0, 233797.1906618406 895773.3618997046 0)",7406,643.4881987737052,0.39984502926267174
2140324,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7890,7873,1,Boston,,"LINESTRING Z (234499.6964994881 895763.9982320531 0, 234477.0749366264 895731.2345963418 0, 234473.3191128185 895693.3189487213 0)",7415,786.3077163549542,0.48858896317689327
2140325,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),7890,7873,3,Boston,,"LINESTRING Z (234499.6964994881 895763.9982320531 0, 234477.0749366264 895731.2345963418 0, 234473.3191128185 895693.3189487213 0)",7416,786.3077163549542,0.48858896317689327
2140329,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),4880,2713,1,Boston,,"LINESTRING Z (235235.0236044928 895744.9215570572 0, 235241.6108961548 895710.3906487232 0)",7420,798.1432046279124,0.4959431946357723
2140330,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),4880,2713,2,Boston,,"LINESTRING Z (235235.0236044928 895744.9215570572 0, 235241.6108961548 895710.3906487232 0)",7421,798.1432046279124,0.4959431946357723
2140398,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),6497,4031,1,Boston,,"LINESTRING Z (234982.5810620926 894564.1695549764 0, 235033.9614461518 894579.1809487237 0, 235063.9385794817 894613.0424153889 0, 235036.33947949 894640.7759820579 0, 235002.6192794888 894674.3204820548 0, 235031.9941544812 894691.9502820561 0, 235081.0088948743 894721.1248897521 0, 235138.4228894864 894732.3030445476 0, 235163.9515628209 894790.5193320588 0, 235128.3538294855 894834.714382055 0, 235095.3667128172 894868.9544487196 0, 235118.2381213329 894894.6889747209 0, 235095.9024794856 894917.1493709432 0, 235056.9021794844 894963.848282062 0, 235086.8522461524 895007.5088487233 0, 235125.1061794802 895030.832642056 0, 235172.008296149 895068.0270820534 0, 235226.9913794829 895089.3520653883 0, 235276.5076794834 895098.0154820536 0, 235339.3356794851 895094.8910820513 0, 235378.8507294824 895098.7191820606 0, 235368.3862794887 895131.1230820544 0, 235368.1720044855 895173.6899445595 0, 235418.5432544898 895211.0658195585 0, 235404.5439794873 895251.7972487172 0, 235414.3287994879 895295.0256820559 0, 235412.9111794856 895340.7363570528 0, 235463.1454994873 895413.3390620559 0, 235497.5798294923 895450.5702820529 0, 235556.6417669904 895504.2014945553 0, 235612.5130294856 895595.4120820579 0, 235630.1298128194 895631.8770153867 0, 235643.3646294836 895691.9577820555 0, 235660.2219994884 895760.0883620619 0, 235718.8673651966 895804.4161391965 0, 235760.8907794838 895838.774282054 0, 235704.7724461475 895877.289282053 0, 235668.8821794856 895900.0984820497 0, 235635.5217794864 895902.2551820503 0, 235582.468859485 895892.0797520505 0)",7489,201.3806839966964,0.12513215570859704
2140399,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),6497,4031,4,Boston,,"LINESTRING Z (234982.5810620926 894564.1695549764 0, 235033.9614461518 894579.1809487237 0, 235063.9385794817 894613.0424153889 0, 235036.33947949 894640.7759820579 0, 235002.6192794888 894674.3204820548 0, 235031.9941544812 894691.9502820561 0, 235081.0088948743 894721.1248897521 0, 235138.4228894864 894732.3030445476 0, 235163.9515628209 894790.5193320588 0, 235128.3538294855 894834.714382055 0, 235095.3667128172 894868.9544487196 0, 235118.2381213329 894894.6889747209 0, 235095.9024794856 894917.1493709432 0, 235056.9021794844 894963.848282062 0, 235086.8522461524 895007.5088487233 0, 235125.1061794802 895030.832642056 0, 235172.008296149 895068.0270820534 0, 235226.9913794829 895089.3520653883 0, 235276.5076794834 895098.0154820536 0, 235339.3356794851 895094.8910820513 0, 235378.8507294824 895098.7191820606 0, 235368.3862794887 895131.1230820544 0, 235368.1720044855 895173.6899445595 0, 235418.5432544898 895211.0658195585 0, 235404.5439794873 895251.7972487172 0, 235414.3287994879 895295.0256820559 0, 235412.9111794856 895340.7363570528 0, 235463.1454994873 895413.3390620559 0, 235497.5798294923 895450.5702820529 0, 235556.6417669904 895504.2014945553 0, 235612.5130294856 895595.4120820579 0, 235630.1298128194 895631.8770153867 0, 235643.3646294836 895691.9577820555 0, 235660.2219994884 895760.0883620619 0, 235718.8673651966 895804.4161391965 0, 235760.8907794838 895838.774282054 0, 235704.7724461475 895877.289282053 0, 235668.8821794856 895900.0984820497 0, 235635.5217794864 895902.2551820503 0, 235582.468859485 895892.0797520505 0)",7490,201.3806839966964,0.12513215570859704
2163678,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),6497,3438,4,Boston,,"LINESTRING Z (234974.1378748235 894725.4620190223 0, 234938.4843951492 894735.5996860377 0)",30769,284.29191938850045,0.17665080889387255
2163679,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),0,0,4,Boston,,"LINESTRING Z (234974.1378748235 894725.4620190223 0, 234938.4843951492 894735.5996860377 0)",30770,284.29191938850045,0.17665080889387255
2165715,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),6497,3438,4,Boston,,"LINESTRING Z (234938.4843951492 894735.5996860377 0, 234925.7438763918 894774.460017336 0)",32806,243.43363735709647,0.1512626494752498
2165716,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),0,0,4,Boston,,"LINESTRING Z (234938.4843951492 894735.5996860377 0, 234925.7438763918 894774.460017336 0)",32807,243.43363735709647,0.1512626494752498
2165717,59,FOUR CORNERS/GENEVA AVE,COMMUTER RAIL,TRAIN_NODES,42.30478610672133,-71.07719599074503,POINT (234860.6555999955 895009.0307999852),0,0,4,Boston,,"LINESTRING Z (234938.4843951492 894735.5996860377 0, 234925.7438763918 894774.460017336 0)",32808,243.43363735709647,0.1512626494752498
2172242,60,ENDICOTT,COMMUTER RAIL,TRAIN_NODES,42.23265978451417,-71.16029649208413,POINT (228040.8749999999 886967.0624999863),7596,7312,1,Dedham,250405000460,"LINESTRING Z (227873.8299717878 886756.6133589786 0, 227856.019329484 886779.3452820566 0, 227813.7875294876 886795.9163445565 0, 227781.4048317778 886867.7148361823 0)",3182,263.4565862322086,0.16370433308988544
2172243,60,ENDICOTT,COMMUTER RAIL,TRAIN_NODES,42.23265978451417,-71.16029649208413,POINT (228040.8749999999 886967.0624999863),7596,7312,1,Dedham,250405000550,"LINESTRING Z (227873.8299717878 886756.6133589786 0, 227856.019329484 886779.3452820566 0, 227813.7875294876 886795.9163445565 0, 227781.4048317778 886867.7148361823 0)",3183,263.4565862322086,0.16370433308988544
2172244,60,ENDICOTT,COMMUTER RAIL,TRAIN_NODES,42.23265978451417,-71.16029649208413,POINT (228040.8749999999 886967.0624999863),7596,7312,1,Dedham,250405000552,"LINESTRING Z (227873.8299717878 886756.6133589786 0, 227856.019329484 886779.3452820566 0, 227813.7875294876 886795.9163445565 0, 227781.4048317778 886867.7148361823 0)",3184,263.4565862322086,0.16370433308988544
2172245,60,ENDICOTT,COMMUTER RAIL,TRAIN_NODES,42.23265978451417,-71.16029649208413,POINT (228040.8749999999 886967.0624999863),7596,7312,3,Dedham,250405000460,"LINESTRING Z (227873.8299717878 886756.6133589786 0, 227856.019329484 886779.3452820566 0, 227813.7875294876 886795.9163445565 0, 227781.4048317778 886867.7148361823 0)",3185,263.4565862322086,0.16370433308988544
2172246,60,ENDICOTT,COMMUTER RAIL,TRAIN_NODES,42.23265978451417,-71.16029649208413,POINT (228040.8749999999 886967.0624999863),7596,7312,3,Dedham,250405000550,"LINESTRING Z (227873.8299717878 886756.6133589786 0, 227856.019329484 886779.3452820566 0, 227813.7875294876 886795.9163445565 0, 227781.4048317778 886867.7148361823 0)",3186,263.4565862322086,0.16370433308988544
2172247,60,ENDICOTT,COMMUTER RAIL,TRAIN_NODES,42.23265978451417,-71.16029649208413,POINT (228040.8749999999 886967.0624999863),7596,7312,3,Dedham,250405000552,"LINESTRING Z (227873.8299717878 886756.6133589786 0, 227856.019329484 886779.3452820566 0, 227813.7875294876 886795.9163445565 0, 227781.4048317778 886867.7148361823 0)",3187,263.4565862322086,0.16370433308988544
