station_id,station_name,line,layer,station_lat,station_lon,geometry,length_m,error
102,RIVER WORKS,COMMUTER RAIL,TRAIN_NODES,42.44979823542543,-70.96976717652744,POINT (-70.96976717652744 42.44979823542543),17610.0,
103,ASHLAND,COMMUTER RAIL,TRAIN_NODES,42.26101471034394,-71.47611740477383,POINT (-71.47611740477383 42.26101471034394),41115.0,
104,SOUTHBOROUGH,COMMUTER RAIL,TRAIN_NODES,42.26714179737653,-71.52384475368306,POINT (-71.52384475368306 42.26714179737652),44605.0,
105,WESTBOROUGH,COMMUTER RAIL,TRAIN_NODES,42.26926792274833,-71.64860082559177,POINT (-71.64860082559177 42.26926792274833),54908.0,
106,GRAFTON,COMMUTER RAIL,TRAIN_NODES,42.24712682984265,-71.68461427716244,POINT (-71.68461427716244 42.24712682984265),58777.0,
107,IPSWICH,COMMUTER RAIL,TRAIN_NODES,42.67687055875716,-70.84060167313967,POINT (-70.84060167313967 42.67687055875716),46275.0,
108,ROCKPORT,COMMUTER RAIL,TRAIN_NODES,42.65620232847312,-70.62626003105497,POINT (-70.62626003105497 42.65620232847311),58749.0,
109,WEST GLOUCESTER,COMMUTER RAIL,TRAIN_NODES,42.61136199874382,-70.706121084162,POINT (-70.70612108416201 42.61136199874382),49445.0,
110,MONTSERRAT,COMMUTER RAIL,TRAIN_NODES,42.56236547247608,-70.86852599929155,POINT (-70.86852599929155 42.56236547247607),33724.0,
111,PRIDES CROSSING,COMMUTER RAIL,TRAIN_NODES,42.55950886096413,-70.82502391901399,POINT (-70.82502391901399 42.55950886096413),39853.0,
112,BEVERLY FARMS,COMMUTER RAIL,TRAIN_NODES,42.561474281753846,-70.81226342908217,POINT (-70.81226342908217 42.56147428175385),38674.0,
113,MANCHESTER,COMMUTER RAIL,TRAIN_NODES,42.573552589319945,-70.7703859614462,POINT (-70.77038596144619 42.57355258931995),42342.0,
115,HYDE PARK,COMMUTER RAIL,TRAIN_NODES,42.25519277391744,-71.12546830614595,POINT (-71.12546830614595 42.25519277391744),13476.0,
116,FOREST HILLS,COMMUTER RAIL,TRAIN_NODES,42.299481894263735,-71.11462266837216,POINT (-71.11462266837216 42.29948189426374),8697.0,
117,BACK BAY,COMMUTER RAIL,TRAIN_NODES,42.34745890384762,-71.07511743691359,POINT (-71.07511743691359 42.34745890384762),2293.0,
118,HALIFAX,COMMUTER RAIL,TRAIN_NODES,42.01296970775741,-70.82081137582004,POINT (-70.82081137582004 42.01296970775741),45647.0,
119,SOUTH WEYMOUTH,COMMUTER RAIL,TRAIN_NODES,42.15415108528381,-70.95272137189261,POINT (-70.95272137189261 42.15415108528381),25618.0,
120,WHITMAN,COMMUTER RAIL,TRAIN_NODES,42.08297620584417,-70.92362523196837,POINT (-70.92362523196837 42.08297620584417),33949.0,
121,KINGSTON,COMMUTER RAIL,TRAIN_NODES,41.9763614312266,-70.72383686874555,POINT (-70.72383686874555 41.9763614312266),56640.0,
122,STOUGHTON,COMMUTER RAIL,TRAIN_NODES,42.12377537285462,-71.10337180700725,POINT (-71.10337180700725 42.12377537285462),30435.0,
123,FRAMINGHAM,COMMUTER RAIL,TRAIN_NODES,42.27619944491083,-71.4199144142727,POINT (-71.4199144142727 42.27619944491083),34624.0,
124,WELLESLEY FARMS,COMMUTER RAIL,TRAIN_NODES,42.32217285502088,-71.27254190935896,POINT (-71.27254190935896 42.32217285502088),20449.0,
125,AUBURNDALE,COMMUTER RAIL,TRAIN_NODES,42.34589088562903,-71.25029006823164,POINT (-71.25029006823164 42.34589088562903),18488.0,
